"","taxon_id","taxon_name","decimal_latitude","decimal_longitude"
"1",80749,"Rusa marianna",13.428489,120.502468
"2",80749,"Rusa marianna",6.2167,125.216698
"5",80749,"Rusa marianna",6.110464,125.24305
"6",80749,"Rusa marianna",17.4417,121.0708
"8",80749,"Rusa marianna",6.1,125.233398
"12",80749,"Rusa marianna",6.95,126.216698
"14",80749,"Rusa marianna",6.9334,126.183403
"19",80749,"Rusa marianna",6.730135,126.21888
"23",80749,"Rusa marianna",48.84425,2.359219
"24",80749,"Rusa marianna",17.5,122.16667
"26",80749,"Rusa marianna",9.5,118.5
